Sweep Target,Sweep Value,Year,Cumulative Cash
Fixed Ops Multiplier,0.7,3,4790746.223564965
Fixed Ops Multiplier,0.7,4,14937246.223564964
Fixed Ops Multiplier,0.7,5,25083746.223564964
Fixed Ops Multiplier,0.7,6,35230246.22356497
Fixed Ops Multiplier,0.7,7,45376746.22356497
Fixed Ops Multiplier,0.7,8,55523246.22356497
Fixed Ops Multiplier,0.7,9,65669746.22356497
Fixed Ops Multiplier,0.7,10,75816246.22356497
Fixed Ops Multiplier,0.8,0,-11625000.0
Fixed Ops Multiplier,0.8,1,-6203584.592145012
Fixed Ops Multiplier,0.8,2,-782169.1842900235
Fixed Ops Multiplier,0.8,3,4639246.223564965
Fixed Ops Multiplier,0.8,4,14735246.223564964
Fixed Ops Multiplier,0.8,5,24831246.223564964
Fixed Ops Multiplier,0.8,6,34927246.22356497
Fixed Ops Multiplier,0.8,7,45023246.22356497
Fixed Ops Multiplier,0.8,8,55119246.22356497
Fixed Ops Multiplier,0.8,9,65215246.22356497
Fixed Ops Multiplier,0.8,10,75311246.22356497
Fixed Ops Multiplier,0.9,0,-11625000.0
Fixed Ops Multiplier,0.9,1,-6254084.592145012
Fixed Ops Multiplier,0.9,2,-883169.1842900235
Fixed Ops Multiplier,0.9,3,4487746.223564965
Fixed Ops Multiplier,0.9,4,14533246.223564964
Fixed Ops Multiplier,0.9,5,24578746.223564964
Fixed Ops Multiplier,0.9,6,34624246.22356497
Fixed Ops Multiplier,0.9,7,44669746.22356497
Fixed Ops Multiplier,0.9,8,54715246.22356497
Fixed Ops Multiplier,0.9,9,64760746.22356497
Fixed Ops Multiplier,0.9,10,74806246.22356497
Fixed Ops Multiplier,1.0,0,-11625000.0
Fixed Ops Multiplier,1.0,1,-6304584.592145012
Fixed Ops Multiplier,1.0,2,-984169.1842900235
Fixed Ops Multiplier,1.0,3,4336246.223564965
Fixed Ops Multiplier,1.0,4,14331246.223564964
Fixed Ops Multiplier,1.0,5,24326246.223564964
Fixed Ops Multiplier,1.0,6,34321246.22356497
Fixed Ops Multiplier,1.0,7,44316246.22356497
Fixed Ops Multiplier,1.0,8,54311246.22356497
Fixed Ops Multiplier,1.0,9,64306246.22356497
Fixed Ops Multiplier,1.0,10,74301246.22356497
Fixed Ops Multiplier,1.1,0,-11625000.0
Fixed Ops Multiplier,1.1,1,-6355084.592145012
Fixed Ops Multiplier,1.1,2,-1085169.1842900235
Fixed Ops Multiplier,1.1,3,4184746.2235649647
Fixed Ops Multiplier,1.1,4,14129246.223564964
Fixed Ops Multiplier,1.1,5,24073746.223564964
Fixed Ops Multiplier,1.1,6,34018246.22356497
Fixed Ops Multiplier,1.1,7,43962746.22356497
Fixed Ops Multiplier,1.1,8,53907246.22356497
Fixed Ops Multiplier,1.1,9,63851746.22356497
Fixed Ops Multiplier,1.1,10,73796246.22356497
Fixed Ops Multiplier,1.2,0,-11625000.0
Fixed Ops Multiplier,1.2,1,-6405584.592145012
Fixed Ops Multiplier,1.2,2,-1186169.1842900235
Fixed Ops Multiplier,1.2,3,4033246.2235649647
Fixed Ops Multiplier,1.2,4,13927246.223564964
Fixed Ops Multiplier,1.2,5,23821246.223564964
Fixed Ops Multiplier,1.2,6,33715246.22356497
Fixed Ops Multiplier,1.2,7,43609246.22356497
Fixed Ops Multiplier,1.2,8,53503246.22356497
Fixed Ops Multiplier,1.2,9,63397246.22356497
Fixed Ops Multiplier,1.2,10,73291246.22356497
Fixed Ops Multiplier,1.3,0,-11625000.0
Fixed Ops Multiplier,1.3,1,-6456084.592145012
Fixed Ops Multiplier,1.3,2,-1287169.1842900235
Fixed Ops Multiplier,1.3,3,3881746.2235649647
Fixed Ops Multiplier,1.3,4,13725246.223564964
Fixed Ops Multiplier,1.3,5,23568746.223564964
Fixed Ops Multiplier,1.3,6,33412246.223564964
Fixed Ops Multiplier,1.3,7,43255746.22356497
Fixed Ops Multiplier,1.3,8,53099246.22356497
Fixed Ops Multiplier,1.3,9,62942746.22356497
Fixed Ops Multiplier,1.3,10,72786246.22356497
Fixed Ops Multiplier,1.4,0,-11625000.0
Fixed Ops Multiplier,1.4,1,-6506584.592145012
Fixed Ops Multiplier,1.4,2,-1388169.1842900235
Fixed Ops Multiplier,1.4,3,3730246.2235649647
Fixed Ops Multiplier,1.4,4,13523246.223564964
Fixed Ops Multiplier,1.4,5,23316246.223564964
Fixed Ops Multiplier,1.4,6,33109246.223564964
Fixed Ops Multiplier,1.4,7,42902246.22356497
Fixed Ops Multiplier,1.4,8,52695246.22356497
Fixed Ops Multiplier,1.4,9,62488246.22356497
Fixed Ops Multiplier,1.4,10,72281246.22356497
Fixed Ops Multiplier,1.5,0,-11625000.0
Fixed Ops Multiplier,1.5,1,-6557084.592145012
Fixed Ops Multiplier,1.5,2,-1489169.1842900235
Fixed Ops Multiplier,1.5,3,3578746.2235649647
Fixed Ops Multiplier,1.5,4,13321246.223564964
Fixed Ops Multiplier,1.5,5,23063746.223564964
Fixed Ops Multiplier,1.5,6,32806246.223564964
Fixed Ops Multiplier,1.5,7,42548746.22356497
Fixed Ops Multiplier,1.5,8,52291246.22356497
Fixed Ops Multiplier,1.5,9,62033746.22356497
Fixed Ops Multiplier,1.5,10,71776246.22356497
Fixed Ops Multiplier,1.6,0,-11625000.0
Fixed Ops Multiplier,1.6,1,-6607584.592145012
Fixed Ops Multiplier,1.6,2,-1590169.1842900235
Fixed Ops Multiplier,1.6,3,3427246.2235649647
Fixed Ops Multiplier,1.6,4,13119246.223564964
Fixed Ops Multiplier,1.6,5,22811246.223564964
Fixed Ops Multiplier,1.6,6,32503246.223564964
Fixed Ops Multiplier,1.6,7,42195246.22356497
Fixed Ops Multiplier,1.6,8,51887246.22356497
Fixed Ops Multiplier,1.6,9,61579246.22356497
Fixed Ops Multiplier,1.6,10,71271246.22356497
Fixed Ops Multiplier,1.7,0,-11625000.0
Fixed Ops Multiplier,1.7,1,-6658084.592145012
Fixed Ops Multiplier,1.7,2,-1691169.1842900235
Fixed Ops Multiplier,1.7,3,3275746.2235649647
Fixed Ops Multiplier,1.7,4,12917246.223564964
Fixed Ops Multiplier,1.7,5,22558746.223564964
Fixed Ops Multiplier,1.7,6,32200246.223564964
Fixed Ops Multiplier,1.7,7,41841746.22356497
Fixed Ops Multiplier,1.7,8,51483246.22356497
Fixed Ops Multiplier,1.7,9,61124746.22356497
Fixed Ops Multiplier,1.7,10,70766246.22356497
Fixed Ops Multiplier,1.8,0,-11625000.0
Fixed Ops Multiplier,1.8,1,-6708584.592145012
Fixed Ops Multiplier,1.8,2,-1792169.1842900235
Fixed Ops Multiplier,1.8,3,3124246.2235649647
Fixed Ops Multiplier,1.8,4,12715246.223564964
Fixed Ops Multiplier,1.8,5,22306246.223564964
Fixed Ops Multiplier,1.8,6,31897246.223564964
Fixed Ops Multiplier,1.8,7,41488246.22356497
Fixed Ops Multiplier,1.8,8,51079246.22356497
Fixed Ops Multiplier,1.8,9,60670246.22356497
Fixed Ops Multiplier,1.8,10,70261246.22356497
Fixed Ops Multiplier,1.9,0,-11625000.0
Fixed Ops Multiplier,1.9,1,-6759084.592145012
Fixed Ops Multiplier,1.9,2,-1893169.1842900235
Fixed Ops Multiplier,1.9,3,2972746.2235649647
Fixed Ops Multiplier,1.9,4,12513246.223564964
Fixed Ops Multiplier,1.9,5,22053746.223564964
Fixed Ops Multiplier,1.9,6,31594246.223564964
Fixed Ops Multiplier,1.9,7,41134746.22356497
Fixed Ops Multiplier,1.9,8,50675246.22356497
Fixed Ops Multiplier,1.9,9,60215746.22356497
Fixed Ops Multiplier,1.9,10,69756246.22356497
Fixed Ops Multiplier,2.0,0,-11625000.0
Fixed Ops Multiplier,2.0,1,-6809584.592145012
Fixed Ops Multiplier,2.0,2,-1994169.1842900235
Fixed Ops Multiplier,2.0,3,2821246.2235649647
Fixed Ops Multiplier,2.0,4,12311246.223564964
Fixed Ops Multiplier,2.0,5,21801246.223564964
Fixed Ops Multiplier,2.0,6,31291246.223564964
Fixed Ops Multiplier,2.0,7,40781246.22356497
Fixed Ops Multiplier,2.0,8,50271246.22356497
Fixed Ops Multiplier,2.0,9,59761246.22356497
Fixed Ops Multiplier,2.0,10,69251246.22356497
Variable Ops Multiplier,0.5,0,-11625000.0
Variable Ops Multiplier,0.5,1,-5304584.592145012
Variable Ops Multiplier,0.5,2,1015830.8157099765
Variable Ops Multiplier,0.5,3,7336246.223564965
Variable Ops Multiplier,0.5,4,18331246.223564964
Variable Ops Multiplier,0.5,5,29326246.223564964
Variable Ops Multiplier,0.5,6,40321246.22356497
Variable Ops Multiplier,0.5,7,51316246.22356497
Variable Ops Multiplier,0.5,8,62311246.22356497
Variable Ops Multiplier,0.5,9,73306246.22356497
Variable Ops Multiplier,0.5,10,84301246.22356497
Variable Ops Multiplier,0.6,0,-11625000.0
Variable Ops Multiplier,0.6,1,-5504584.592145012
Variable Ops Multiplier,0.6,2,615830.8157099765
Variable Ops Multiplier,0.6,3,6736246.223564965
Variable Ops Multiplier,0.6,4,17531246.223564964
Variable Ops Multiplier,0.6,5,28326246.223564964
Variable Ops Multiplier,0.6,6,39121246.22356497
Variable Ops Multiplier,0.6,7,49916246.22356497
Variable Ops Multiplier,0.6,8,60711246.22356497
Variable Ops Multiplier,0.6,9,71506246.22356497
Variable Ops Multiplier,0.6,10,82301246.22356497
Variable Ops Multiplier,0.7,0,-11625000.0
Variable Ops Multiplier,0.7,1,-5704584.592145012
Variable Ops Multiplier,0.7,2,215830.81570997648
Variable Ops Multiplier,0.7,3,6136246.223564965
Variable Ops Multiplier,0.7,4,16731246.223564964
Variable Ops Multiplier,0.7,5,27326246.223564964
Variable Ops Multiplier,0.7,6,37921246.22356497
Variable Ops Multiplier,0.7,7,48516246.22356497
Variable Ops Multiplier,0.7,8,59111246.22356497
Variable Ops Multiplier,0.7,9,69706246.22356497
Variable Ops Multiplier,0.7,10,80301246.22356497
Variable Ops Multiplier,0.8,0,-11625000.0
Variable Ops Multiplier,0.8,1,-5904584.592145012
Variable Ops Multiplier,0.8,2,-184169.18429002352
Variable Ops Multiplier,0.8,3,5536246.223564965
Variable Ops Multiplier,0.8,4,15931246.223564964
Variable Ops Multiplier,0.8,5,26326246.223564964
Variable Ops Multiplier,0.8,6,36721246.22356497
Variable Ops Multiplier,0.8,7,47116246.22356497
Variable Ops Multiplier,0.8,8,57511246.22356497
Variable Ops Multiplier,0.8,9,67906246.22356497
Variable Ops Multiplier,0.8,10,78301246.22356497
Variable Ops Multiplier,0.9,0,-11625000.0
Variable Ops Multiplier,0.9,1,-6104584.592145012
Variable Ops Multiplier,0.9,2,-584169.1842900235
Variable Ops Multiplier,0.9,3,4936246.223564965
Variable Ops Multiplier,0.9,4,15131246.223564964
Variable Ops Multiplier,0.9,5,25326246.223564964
Variable Ops Multiplier,0.9,6,35521246.22356497
Variable Ops Multiplier,0.9,7,45716246.22356497
Variable Ops Multiplier,0.9,8,55911246.22356497
Variable Ops Multiplier,0.9,9,66106246.22356497
Variable Ops Multiplier,0.9,10,76301246.22356497
Variable Ops Multiplier,1.0,0,-11625000.0
Variable Ops Multiplier,1.0,1,-6304584.592145012
Variable Ops Multiplier,1.0,2,-984169.1842900235
Variable Ops Multiplier,1.0,3,4336246.223564965
Variable Ops Multiplier,1.0,4,14331246.223564964
Variable Ops Multiplier,1.0,5,24326246.223564964
Variable Ops Multiplier,1.0,6,34321246.22356497
Variable Ops Multiplier,1.0,7,44316246.22356497
Variable Ops Multiplier,1.0,8,54311246.22356497
Variable Ops Multiplier,1.0,9,64306246.22356497
Variable Ops Multiplier,1.0,10,74301246.22356497
Variable Ops Multiplier,1.1,0,-11625000.0
Variable Ops Multiplier,1.1,1,-6504584.592145012
Variable Ops Multiplier,1.1,2,-1384169.1842900235
Variable Ops Multiplier,1.1,3,3736246.2235649647
Variable Ops Multiplier,1.1,4,13531246.223564964
Variable Ops Multiplier,1.1,5,23326246.223564964
Variable Ops Multiplier,1.1,6,33121246.223564964
Variable Ops Multiplier,1.1,7,42916246.22356497
Variable Ops Multiplier,1.1,8,52711246.22356497
Variable Ops Multiplier,1.1,9,62506246.22356497
Variable Ops Multiplier,1.1,10,72301246.22356497
Variable Ops Multiplier,1.2,0,-11625000.0
Variable Ops Multiplier,1.2,1,-6704584.592145012
Variable Ops Multiplier,1.2,2,-1784169.1842900235
Variable Ops Multiplier,1.2,3,3136246.2235649647
Variable Ops Multiplier,1.2,4,12731246.223564964
Variable Ops Multiplier,1.2,5,22326246.223564964
Variable Ops Multiplier,1.2,6,31921246.223564964
Variable Ops Multiplier,1.2,7,41516246.22356497
Variable Ops Multiplier,1.2,8,51111246.22356497
Variable Ops Multiplier,1.2,9,60706246.22356497
Variable Ops Multiplier,1.2,10,70301246.22356497
Variable Ops Multiplier,1.3,0,-11625000.0
Variable Ops Multiplier,1.3,1,-6904584.592145012
Variable Ops Multiplier,1.3,2,-2184169.1842900235
Variable Ops Multiplier,1.3,3,2536246.2235649647
Variable Ops Multiplier,1.3,4,11931246.223564964
Variable Ops Multiplier,1.3,5,21326246.223564964
Variable Ops Multiplier,1.3,6,30721246.223564964
Variable Ops Multiplier,1.3,7,40116246.22356497
Variable Ops Multiplier,1.3,8,49511246.22356497
Variable Ops Multiplier,1.3,9,58906246.22356497
Variable Ops Multiplier,1.3,10,68301246.22356497
Variable Ops Multiplier,1.4,0,-11625000.0
Variable Ops Multiplier,1.4,1,-7104584.592145012
Variable Ops Multiplier,1.4,2,-2584169.1842900235
Variable Ops Multiplier,1.4,3,1936246.2235649647
Variable Ops Multiplier,1.4,4,11131246.223564964
Variable Ops Multiplier,1.4,5,20326246.223564964
Variable Ops Multiplier,1.4,6,29521246.223564964
Variable Ops Multiplier,1.4,7,38716246.22356497
Variable Ops Multiplier,1.4,8,47911246.22356497
Variable Ops Multiplier,1.4,9,57106246.22356497
Variable Ops Multiplier,1.4,10,66301246.22356497
Variable Ops Multiplier,1.5,0,-11625000.0
Variable Ops Multiplier,1.5,1,-7304584.592145012
Variable Ops Multiplier,1.5,2,-2984169.1842900235
Variable Ops Multiplier,1.5,3,1336246.2235649647
Variable Ops Multiplier,1.5,4,10331246.223564964
Variable Ops Multiplier,1.5,5,19326246.223564964
Variable Ops Multiplier,1.5,6,28321246.223564964
Variable Ops Multiplier,1.5,7,37316246.22356497
Variable Ops Multiplier,1.5,8,46311246.22356497
Variable Ops Multiplier,1.5,9,55306246.22356497
Variable Ops Multiplier,1.5,10,64301246.22356497
Variable Ops Multiplier,1.6,0,-11625000.0
Variable Ops Multiplier,1.6,1,-7504584.592145012
Variable Ops Multiplier,1.6,2,-3384169.1842900235
Variable Ops Multiplier,1.6,3,736246.2235649647
Variable Ops Multiplier,1.6,4,9531246.223564964
Variable Ops Multiplier,1.6,5,18326246.223564964
Variable Ops Multiplier,1.6,6,27121246.223564964
Variable Ops Multiplier,1.6,7,35916246.22356497
Variable Ops Multiplier,1.6,8,44711246.22356497
Variable Ops Multiplier,1.6,9,53506246.22356497
Variable Ops Multiplier,1.6,10,62301246.22356497
Variable Ops Multiplier,1.7,0,-11625000.0
Variable Ops Multiplier,1.7,1,-7704584.592145012
Variable Ops Multiplier,1.7,2,-3784169.1842900235
Variable Ops Multiplier,1.7,3,136246.22356496472
Variable Ops Multiplier,1.7,4,8731246.223564964
Variable Ops Multiplier,1.7,5,17326246.223564964
Variable Ops Multiplier,1.7,6,25921246.223564964
Variable Ops Multiplier,1.7,7,34516246.22356497
Variable Ops Multiplier,1.7,8,43111246.22356497
Variable Ops Multiplier,1.7,9,51706246.22356497
Variable Ops Multiplier,1.7,10,60301246.22356497
Variable Ops Multiplier,1.8,0,-11625000.0
Variable Ops Multiplier,1.8,1,-7904584.592145012
Variable Ops Multiplier,1.8,2,-4184169.1842900235
Variable Ops Multiplier,1.8,3,-463753.7764350353
Variable Ops Multiplier,1.8,4,7931246.223564965
Variable Ops Multiplier,1.8,5,16326246.223564964
Variable Ops Multiplier,1.8,6,24721246.223564964
Variable Ops Multiplier,1.8,7,33116246.223564964
Variable Ops Multiplier,1.8,8,41511246.22356497
Variable Ops Multiplier,1.8,9,49906246.22356497
Variable Ops Multiplier,1.8,10,58301246.22356497
Variable Ops Multiplier,1.9,0,-11625000.0
Variable Ops Multiplier,1.9,1,-8104584.592145012
Variable Ops Multiplier,1.9,2,-4584169.1842900235
Variable Ops Multiplier,1.9,3,-1063753.7764350353
Variable Ops Multiplier,1.9,4,7131246.223564965
Variable Ops Multiplier,1.9,5,15326246.223564964
Variable Ops Multiplier,1.9,6,23521246.223564964
Variable Ops Multiplier,1.9,7,31716246.223564964
Variable Ops Multiplier,1.9,8,39911246.22356497
Variable Ops Multiplier,1.9,9,48106246.22356497
Variable Ops Multiplier,1.9,10,56301246.22356497
Variable Ops Multiplier,2.0,0,-11625000.0
Variable Ops Multiplier,2.0,1,-8304584.592145012
Variable Ops Multiplier,2.0,2,-4984169.1842900235
Variable Ops Multiplier,2.0,3,-1663753.7764350353
Variable Ops Multiplier,2.0,4,6331246.223564965
Variable Ops Multiplier,2.0,5,14326246.223564964
Variable Ops Multiplier,2.0,6,22321246.223564964
Variable Ops Multiplier,2.0,7,30316246.223564964
Variable Ops Multiplier,2.0,8,38311246.22356497
Variable Ops Multiplier,2.0,9,46306246.22356497
Variable Ops Multiplier,2.0,10,54301246.22356497
Interest Rate (%),0.5,0,-11625000.0
Interest Rate (%),0.5,1,-5543814.422144189
Interest Rate (%),0.5,2,537371.1557116229
Interest Rate (%),0.5,3,6618556.733567434
Interest Rate (%),0.5,4,16613556.733567435
Interest Rate (%),0.5,5,26608556.733567435
Interest Rate (%),0.5,6,36603556.73356743
Interest Rate (%),0.5,7,46598556.73356743
Interest Rate (%),0.5,8,56593556.73356743
Interest Rate (%),0.5,9,66588556.73356743
Interest Rate (%),0.5,10,76583556.73356743
Interest Rate (%),0.6,0,-11625000.0
Interest Rate (%),0.6,1,-5551592.721557967
Interest Rate (%),0.6,2,521814.55688406527
Interest Rate (%),0.6,3,6595221.835326098
Interest Rate (%),0.6,4,16590221.835326098
Interest Rate (%),0.6,5,26585221.835326098
Interest Rate (%),0.6,6,36580221.8353261
Interest Rate (%),0.6,7,46575221.8353261
Interest Rate (%),0.6,8,56570221.8353261
Interest Rate (%),0.6,9,66565221.8353261
Interest Rate (%),0.6,10,76560221.8353261
Interest Rate (%),0.7,0,-11625000.0
Interest Rate (%),0.7,1,-5559376.141325457
Interest Rate (%),0.7,2,506247.71734908596
Interest Rate (%),0.7,3,6571871.576023629
Interest Rate (%),0.7,4,16566871.576023629
Interest Rate (%),0.7,5,26561871.57602363
Interest Rate (%),0.7,6,36556871.57602363
Interest Rate (%),0.7,7,46551871.57602363
Interest Rate (%),0.7,8,56546871.57602363
Interest Rate (%),0.7,9,66541871.57602363
Interest Rate (%),0.7,10,76536871.57602364
Interest Rate (%),0.8,0,-11625000.0
Interest Rate (%),0.8,1,-5567164.6737635285
Interest Rate (%),0.8,2,490670.65247294307
Interest Rate (%),0.8,3,6548505.978709415
Interest Rate (%),0.8,4,16543505.978709415
Interest Rate (%),0.8,5,26538505.978709415
Interest Rate (%),0.8,6,36533505.978709415
Interest Rate (%),0.8,7,46528505.978709415
Interest Rate (%),0.8,8,56523505.978709415
Interest Rate (%),0.8,9,66518505.978709415
Interest Rate (%),0.8,10,76513505.97870941
Interest Rate (%),0.9,0,-11625000.0
Interest Rate (%),0.9,1,-5574958.311199855
Interest Rate (%),0.9,2,475083.3776002899
Interest Rate (%),0.9,3,6525125.066400435
Interest Rate (%),0.9,4,16520125.066400435
Interest Rate (%),0.9,5,26515125.066400435
Interest Rate (%),0.9,6,36510125.06640044
Interest Rate (%),0.9,7,46505125.06640044
Interest Rate (%),0.9,8,56500125.06640044
Interest Rate (%),0.9,9,66495125.06640044
Interest Rate (%),0.9,10,76490125.06640044
Interest Rate (%),1.0,0,-11625000.0
Interest Rate (%),1.0,1,-5582757.045972063
Interest Rate (%),1.0,2,459485.9080558736
Interest Rate (%),1.0,3,6501728.86208381
Interest Rate (%),1.0,4,16496728.862083811
Interest Rate (%),1.0,5,26491728.86208381
Interest Rate (%),1.0,6,36486728.86208381
Interest Rate (%),1.0,7,46481728.86208381
Interest Rate (%),1.0,8,56476728.86208381
Interest Rate (%),1.0,9,66471728.86208381
Interest Rate (%),1.0,10,76466728.86208381
Interest Rate (%),1.1,0,-11625000.0
Interest Rate (%),1.1,1,-5590560.870428561
Interest Rate (%),1.1,2,443878.25914287753
Interest Rate (%),1.1,3,6478317.388714316
Interest Rate (%),1.1,4,16473317.388714317
Interest Rate (%),1.1,5,26468317.388714317
Interest Rate (%),1.1,6,36463317.38871431
Interest Rate (%),1.1,7,46458317.38871431
Interest Rate (%),1.1,8,56453317.38871431
Interest Rate (%),1.1,9,66448317.38871431
Interest Rate (%),1.1,10,76443317.38871431
Interest Rate (%),1.2,0,-11625000.0
Interest Rate (%),1.2,1,-5598369.776927577
Interest Rate (%),1.2,2,428260.44614484534
Interest Rate (%),1.2,3,6454890.669217268
Interest Rate (%),1.2,4,16449890.669217268
Interest Rate (%),1.2,5,26444890.669217266
Interest Rate (%),1.2,6,36439890.669217266
Interest Rate (%),1.2,7,46434890.669217266
Interest Rate (%),1.2,8,56429890.669217266
Interest Rate (%),1.2,9,66424890.669217266
Interest Rate (%),1.2,10,76419890.66921726
Interest Rate (%),1.3,0,-11625000.0
Interest Rate (%),1.3,1,-5606183.757838113
Interest Rate (%),1.3,2,412632.48432377353
Interest Rate (%),1.3,3,6431448.72648566
Interest Rate (%),1.3,4,16426448.72648566
Interest Rate (%),1.3,5,26421448.726485662
Interest Rate (%),1.3,6,36416448.72648566
Interest Rate (%),1.3,7,46411448.72648566
Interest Rate (%),1.3,8,56406448.72648566
Interest Rate (%),1.3,9,66401448.72648566
Interest Rate (%),1.3,10,76396448.72648567
Interest Rate (%),1.4,0,-11625000.0
Interest Rate (%),1.4,1,-5614002.805539161
Interest Rate (%),1.4,2,396994.38892167807
Interest Rate (%),1.4,3,6407991.583382517
Interest Rate (%),1.4,4,16402991.583382517
Interest Rate (%),1.4,5,26397991.583382517
Interest Rate (%),1.4,6,36392991.58338252
Interest Rate (%),1.4,7,46387991.58338252
Interest Rate (%),1.4,8,56382991.58338252
Interest Rate (%),1.4,9,66377991.58338252
Interest Rate (%),1.4,10,76372991.58338252
Interest Rate (%),1.5,0,-11625000.0
Interest Rate (%),1.5,1,-5621826.912420297
Interest Rate (%),1.5,2,381346.1751594059
Interest Rate (%),1.5,3,6384519.262739109
Interest Rate (%),1.5,4,16379519.262739109
Interest Rate (%),1.5,5,26374519.262739107
Interest Rate (%),1.5,6,36369519.26273911
Interest Rate (%),1.5,7,46364519.26273911
Interest Rate (%),1.5,8,56359519.26273911
Interest Rate (%),1.5,9,66354519.26273911
Interest Rate (%),1.5,10,76349519.2627391
Interest Rate (%),1.6,0,-11625000.0
Interest Rate (%),1.6,1,-5629656.070881187
Interest Rate (%),1.6,2,365687.85823762603
Interest Rate (%),1.6,3,6361031.787356439
Interest Rate (%),1.6,4,16356031.78735644
Interest Rate (%),1.6,5,26351031.78735644
Interest Rate (%),1.6,6,36346031.787356436
Interest Rate (%),1.6,7,46341031.787356436
Interest Rate (%),1.6,8,56336031.787356436
Interest Rate (%),1.6,9,66331031.787356436
Interest Rate (%),1.6,10,76326031.78735644
Interest Rate (%),1.7,0,-11625000.0
Interest Rate (%),1.7,1,-5637490.273332054
Interest Rate (%),1.7,2,350019.4533358924
Interest Rate (%),1.7,3,6337529.180003839
Interest Rate (%),1.7,4,16332529.180003839
Interest Rate (%),1.7,5,26327529.180003837
Interest Rate (%),1.7,6,36322529.18000384
Interest Rate (%),1.7,7,46317529.18000384
Interest Rate (%),1.7,8,56312529.18000384
Interest Rate (%),1.7,9,66307529.18000384
Interest Rate (%),1.7,10,76302529.18000384
Interest Rate (%),1.8,0,-11625000.0
Interest Rate (%),1.8,1,-5645329.512193201
Interest Rate (%),1.8,2,334340.9756135978
Interest Rate (%),1.8,3,6314011.463420397
Interest Rate (%),1.8,4,16309011.463420397
Interest Rate (%),1.8,5,26304011.4634204
Interest Rate (%),1.8,6,36299011.4634204
Interest Rate (%),1.8,7,46294011.4634204
Interest Rate (%),1.8,8,56289011.4634204
Interest Rate (%),1.8,9,66284011.4634204
Interest Rate (%),1.8,10,76279011.46342039
Interest Rate (%),1.9,0,-11625000.0
Interest Rate (%),1.9,1,-5653173.779895496
Interest Rate (%),1.9,2,318652.44020900875
Interest Rate (%),1.9,3,6290478.660313513
Interest Rate (%),1.9,4,16285478.660313513
Interest Rate (%),1.9,5,26280478.660313513
Interest Rate (%),1.9,6,36275478.66031352
Interest Rate (%),1.9,7,46270478.66031352
Interest Rate (%),1.9,8,56265478.66031352
Interest Rate (%),1.9,9,66260478.66031352
Interest Rate (%),1.9,10,76255478.66031352
Interest Rate (%),2.0,0,-11625000.0
Interest Rate (%),2.0,1,-5661023.068879875
Interest Rate (%),2.0,2,302953.8622402493
Interest Rate (%),2.0,3,6266930.793360374
Interest Rate (%),2.0,4,16261930.793360375
Interest Rate (%),2.0,5,26256930.793360375
Interest Rate (%),2.0,6,36251930.793360375
Interest Rate (%),2.0,7,46246930.793360375
Interest Rate (%),2.0,8,56241930.793360375
Interest Rate (%),2.0,9,66236930.793360375
Interest Rate (%),2.0,10,76231930.79336038
